UniProt_ID,Organism,Gene_Name,Synonyms,Other_Accessions,PDB_ID,Method,Resolution,Chains
P42345,9606,MTOR,"FRAP, FRAP1, FRAP2, RAFT1, RAPT1","Q4LE76, Q5TER1, Q6LE87, Q96QG3, Q9Y4I3",7PE8,,,
P42345,9606,MTOR,"FRAP, FRAP1, FRAP2, RAFT1, RAPT1","Q4LE76, Q5TER1, Q6LE87, Q96QG3, Q9Y4I3",7UXC,,,
P42345,9606,MTOR,"FRAP, FRAP1, FRAP2, RAFT1, RAPT1","Q4LE76, Q5TER1, Q6LE87, Q96QG3, Q9Y4I3",8ERA,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",4JSN,X-ray,3.20 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",4JSP,X-ray,3.30 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",4JSV,X-ray,3.50 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",4JSX,X-ray,3.50 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",4JT5,X-ray,3.45 A,C/D=1-323
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",4JT6,X-ray,3.60 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5FLC,EM,5.90 A,D/H=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5H64,EM,4.40 A,C/c=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5WBU,X-ray,3.42 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5WBY,X-ray,3.10 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5ZCS,EM,4.90 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6BCU,EM,3.43 A,D/E=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6BCX,EM,3.00 A,D/E=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6SB0,EM,5.50 A,E/H=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6SB2,EM,6.20 A,E/H=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6ZWM,EM,3.20 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6ZWO,EM,3.00 A,D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7OWG,EM,4.70 A,E=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PE7,EM,3.41 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PE8,EM,3.20 A,C=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PE9,EM,3.70 A,C=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PEA,EM,4.07 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PEB,EM,3.67 A,C=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PEC,EM,4.24 A,C=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7TZO,EM,3.28 A,C/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7UXC,EM,3.20 A,B=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7UXH,EM,3.20 A,B/D=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",8ERA,EM,2.86 A,C=1-326
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5FLC,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5H64,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5WBU,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5WBY,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6BCU,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6BCX,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6SB0,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6SB2,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7OWG,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PE7,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PE8,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PE9,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PEA,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PEB,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PEC,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7UXC,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7UXH,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",5WBY,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6ZWM,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",6ZWO,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7PE8,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",7UXC,,,
Q9BVC4,9606,MLST8,"GBL, LST8","B3KMM4, B4DY00, D3DU88, Q5M800, Q86Y18, Q8WUI5, Q9HA66, Q9UJV6",8ERA,,,
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1ATK,X-ray,2.20 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1AU0,X-ray,2.60 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1AU2,X-ray,2.60 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1AU3,X-ray,2.50 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1AU4,X-ray,2.30 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1AYU,X-ray,2.20 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1AYV,X-ray,2.30 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1AYW,X-ray,2.40 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1BGO,X-ray,2.30 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1BY8,X-ray,2.60 A,A=16-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1MEM,X-ray,1.80 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1NL6,X-ray,2.80 A,A/B=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1NLJ,X-ray,2.40 A,A/B=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1Q6K,X-ray,2.10 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1SNK,X-ray,2.40 A,A=116-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1TU6,X-ray,1.75 A,A/B=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1U9V,X-ray,2.20 A,A=113-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1U9W,X-ray,2.30 A,A=113-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1U9X,X-ray,2.10 A,A=113-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1VSN,X-ray,2.00 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1YK7,X-ray,2.50 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1YK8,X-ray,2.60 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1YT7,X-ray,2.30 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,2ATO,X-ray,2.00 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,2AUX,X-ray,2.40 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,2AUZ,X-ray,2.30 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,2BDL,X-ray,2.00 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,2R6N,X-ray,1.95 A,A=113-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3C9E,X-ray,1.80 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3H7D,X-ray,2.24 A,A/E=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3KW9,X-ray,1.80 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3KWB,X-ray,2.02 A,X/Y=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3KWZ,X-ray,1.49 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3KX1,X-ray,1.51 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3O0U,X-ray,1.80 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3O1G,X-ray,1.65 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3OVZ,X-ray,2.02 A,A=121-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4DMX,X-ray,1.70 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4DMY,X-ray,1.63 A,A/B=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4N79,X-ray,2.62 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4N8W,X-ray,2.02 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4X6H,X-ray,1.00 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4X6I,X-ray,1.87 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4X6J,X-ray,1.59 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4YV8,X-ray,2.00 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4YVA,X-ray,1.80 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,5J94,X-ray,2.60 A,A=107-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,5JA7,X-ray,1.61 A,A/B=107-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,5JH3,X-ray,1.75 A,A=107-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,5TDI,X-ray,1.40 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,5TUN,X-ray,1.62 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,5Z5O,X-ray,1.92 A,"A=16-329, B=16-88"
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6ASH,X-ray,1.42 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6HGY,X-ray,2.20 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6PXF,X-ray,1.85 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6QBS,X-ray,1.70 A,A/B=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6QL8,X-ray,1.80 A,A=113-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6QLM,X-ray,1.50 A,A/B=114-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6QLW,X-ray,2.00 A,A/B/C/D=114-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6QLX,X-ray,2.10 A,A=114-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6QM0,X-ray,1.90 A,A/B=114-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,7NXL,X-ray,1.80 A,AAA=114-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,7NXM,X-ray,1.72 A,A=114-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,7PCK,X-ray,3.20 A,A/B/C/D=16-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,7QBL,X-ray,2.00 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,7QBM,X-ray,1.88 A,A/P=16-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,7QBN,X-ray,1.55 A,A=113-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,7QBO,X-ray,1.90 A,A/P=16-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,8C3D,X-ray,2.00 A,A=115-329
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,1AYV,,,
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3H7D,,,
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,3KX1,,,
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,4X6H,,,
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,5Z5O,,,
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,6QL8,,,
P43235,9606,CTSK,"CTSO, CTSO2",Q6FHS6,7QBM,,,
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1A9U,X-ray,2.50 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1BL6,X-ray,2.50 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1BL7,X-ray,2.50 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1BMK,X-ray,2.40 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1DI9,X-ray,2.60 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1IAN,X-ray,2.00 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1KV1,X-ray,2.50 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1KV2,X-ray,2.80 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1M7Q,X-ray,2.40 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1OUK,X-ray,2.50 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1OUY,X-ray,2.50 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1OVE,X-ray,2.10 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1OZ1,X-ray,2.10 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1R39,X-ray,2.30 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1R3C,X-ray,2.00 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1W7H,X-ray,2.21 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1W82,X-ray,2.20 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1W83,X-ray,2.50 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1W84,X-ray,2.20 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1WBN,X-ray,2.40 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1WBO,X-ray,2.16 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1WBS,X-ray,1.80 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1WBT,X-ray,2.00 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1WBV,X-ray,2.00 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1WBW,X-ray,2.41 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1WFC,X-ray,2.30 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1YQJ,X-ray,2.00 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1ZYJ,X-ray,2.00 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1ZZ2,X-ray,2.00 A,A=1-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",1ZZL,X-ray,2.00 A,A=4-354
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",2BAJ,X-ray,2.25 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",2BAK,X-ray,2.20 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",2BAL,X-ray,2.10 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",2BAQ,X-ray,2.80 A,A=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",2FSL,X-ray,1.70 A,X=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",2FSM,X-ray,1.86 A,X=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",2FSO,X-ray,1.83 A,X=2-360
Q16539,9606,MAPK14,"CSBP, CSBP1, CSBP2, CSPB1, MXI2, SAPK2A","A6ZJ92, A8K6P4, B0LPH0, B5TY32, O60776, Q13083, Q14084, Q8TDX0",2FST,X-ray,1.45 A,X=2-360
