Uniprot_ID,Gene_Name,Synonyms,Other_Accessions,PDB_ID,Method,Resolution,Chains
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VM8,X-ray,2.41 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VM9,X-ray,2.90 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VMA,X-ray,2.75 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VMC,X-ray,2.85 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VMX,X-ray,3.10 A,B/G=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VPZ,X-ray,2.10 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VQ2,X-ray,2.25 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VQD,X-ray,1.88 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VQE,X-ray,1.77 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VQO,X-ray,3.00 A,B/G=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VQY,X-ray,2.57 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VQZ,X-ray,2.25 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VR1,X-ray,2.37 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VR5,X-ray,2.38 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VRM,X-ray,2.61 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6VRN,X-ray,2.46 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6W51,X-ray,3.53 A,B/E/H/K=1-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6W9U,X-ray,1.89 A,B/F=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6W9V,X-ray,1.95 A,B/F=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6WNA,X-ray,2.40 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6WOL,X-ray,2.49 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6WZY,X-ray,1.50 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6X00,X-ray,1.55 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6XQA,X-ray,2.16 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6XQP,X-ray,2.90 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Y26,X-ray,1.20 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Y27,X-ray,1.38 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Y28,X-ray,1.69 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Y29,X-ray,1.28 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Y2A,X-ray,1.25 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Y2B,X-ray,1.37 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Z9V,X-ray,2.01 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Z9W,X-ray,2.70 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6Z9X,X-ray,2.68 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6ZKW,X-ray,2.26 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6ZKX,X-ray,2.17 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6ZKY,X-ray,2.65 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",6ZKZ,X-ray,2.30 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7AFV,X-ray,2.40 A,A/B=27-116
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ALO,X-ray,1.80 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7B5F,EM,2.90 A,H=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7BBG,X-ray,2.64 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7BH8,X-ray,1.80 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7C9V,EM,3.30 A,F=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7CIQ,X-ray,1.59 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7CIR,X-ray,1.81 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7CIS,X-ray,2.10 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7DUU,X-ray,2.51 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7DYN,X-ray,2.00 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7DZM,X-ray,2.25 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7DZN,X-ray,2.63 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7EDO,X-ray,2.70 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7EJL,X-ray,1.89 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7EJM,X-ray,1.71 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7EJN,X-ray,2.11 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7EU2,X-ray,2.80 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7F4W,X-ray,2.90 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7JWI,X-ray,3.02 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7JYU,X-ray,2.75 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7JYV,X-ray,1.51 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7JYW,X-ray,2.90 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7JYX,X-ray,2.95 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7K80,X-ray,2.40 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7K81,X-ray,2.00 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KGO,X-ray,2.15 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KGP,X-ray,1.40 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KGQ,X-ray,1.34 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KGR,X-ray,1.55 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KGS,X-ray,1.58 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KGT,X-ray,1.90 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KOZ,X-ray,2.25 A,B=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KP0,X-ray,2.40 A,B=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7KP1,X-ray,2.02 A,B=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7L1B,X-ray,2.04 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7L1C,X-ray,1.96 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7L1D,X-ray,3.11 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7LFZ,X-ray,1.90 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7LG0,X-ray,2.30 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7LG2,X-ray,2.40 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7LG3,X-ray,2.30 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7LGD,X-ray,2.88 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7LGT,X-ray,1.97 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7LLI,X-ray,3.20 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7LLJ,X-ray,3.15 A,D/F=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7M8S,X-ray,2.35 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7M8T,X-ray,1.50 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7M8U,X-ray,1.45 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MJ6,X-ray,1.95 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MJ7,X-ray,1.60 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MJ8,X-ray,1.79 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MJ9,X-ray,1.75 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MJA,X-ray,1.69 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MKB,X-ray,1.90 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MLE,X-ray,2.20 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MX4,X-ray,1.73 A,B=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MXF,X-ray,2.00 A,B=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MXH,X-ray,2.11 A,B=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N1A,X-ray,2.06 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N1B,X-ray,2.81 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N1E,X-ray,2.30 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N1F,X-ray,2.39 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N2N,X-ray,2.60 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N2O,X-ray,2.30 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N2P,X-ray,2.50 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N2Q,X-ray,2.70 A,B/I=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N2R,X-ray,2.28 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N2S,X-ray,2.37 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N4K,X-ray,1.85 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N5C,X-ray,1.87 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N5P,X-ray,2.09 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N5Q,X-ray,1.76 A,B/G=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N6D,X-ray,2.30 A,B/F/J/N=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N6E,X-ray,3.20 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7N9J,X-ray,1.74 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NA5,X-ray,2.50 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NDQ,X-ray,2.55 A,BBB=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NDT,X-ray,3.00 A,BBB/GGG=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NDU,X-ray,2.90 A,BBB=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMC,X-ray,1.20 A,AAA=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMD,X-ray,2.25 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NME,X-ray,2.20 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMF,X-ray,2.98 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMG,X-ray,2.48 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMO,X-ray,1.20 A,AAA=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMR,X-ray,1.15 A,AAA=21-117
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMT,X-ray,1.20 A,AAA=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMV,X-ray,1.51 A,AAA=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NMY,X-ray,1.25 A,AAA=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NN5,X-ray,1.24 A,AAA=21-118
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7NUI,X-ray,2.00 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7OW3,X-ray,2.46 A,B/E/H/K=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7OW4,X-ray,1.81 A,B/E/H/K=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7OW5,X-ray,2.58 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7OW6,X-ray,2.64 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7P3D,X-ray,1.67 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7P3E,X-ray,2.00 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7P49,X-ray,2.05 A,B/D/F/H=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7P4B,X-ray,1.72 A,B/D/F/H=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7PB2,X-ray,3.41 A,B/G=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7PBC,X-ray,2.04 A,DDD=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7PBE,X-ray,3.00 A,B/G=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7PDW,X-ray,1.82 A,DDD/III=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7PHR,EM,3.08 A,L=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7Q15,X-ray,3.30 A,B/D=1-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7Q98,X-ray,2.50 A,B/E/H/K/N=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7Q99,X-ray,2.55 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7Q9A,X-ray,2.10 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7Q9B,X-ray,3.24 A,BBB/GGG=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7QNG,X-ray,2.70 A,D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7QPD,EM,3.73 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7QPJ,X-ray,1.54 A,D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7R7V,X-ray,1.60 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7R7W,X-ray,1.17 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7R7X,X-ray,2.10 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7R7Y,X-ray,1.60 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7R80,X-ray,2.90 A,D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RE7,X-ray,2.55 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RE8,X-ray,2.82 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RK7,X-ray,2.54 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RM4,X-ray,3.33 A,B/G/L/Q=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RRG,X-ray,2.12 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RTD,X-ray,2.05 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RTR,X-ray,2.60 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RYM,X-ray,3.20 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RYN,X-ray,2.70 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RYO,X-ray,3.00 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RZD,X-ray,1.82 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7RZJ,X-ray,1.80 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S79,X-ray,1.53 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S7D,X-ray,1.56 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S7E,X-ray,2.04 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S7F,X-ray,1.88 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S8A,X-ray,2.10 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S8E,X-ray,1.60 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S8F,X-ray,1.80 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S8Q,X-ray,2.08 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S8R,X-ray,2.95 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7S8S,X-ray,1.87 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7SA2,X-ray,1.85 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7SH4,X-ray,2.00 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7SIF,X-ray,1.73 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7SIG,X-ray,1.74 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7SIH,X-ray,1.90 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7SIS,X-ray,1.90 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7STF,EM,3.14 A,B=19-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7SU9,X-ray,1.99 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7T0L,X-ray,3.00 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7T5M,X-ray,1.67 A,B/D=21-119
